Original_Rank,Person_Name,In_Degree (被標記數),Out_Degree (主動標記數),Mutual_Follow (互標數),Network_Influence_Score,Betweenness_Centrality,ig_url,followers,category,distinct_following
159,莊政威-Cliff-Chuang,0,0,0,0.0,0.0,https://www.instagram.com/cliffchuang3/,"479,550",汽機車,0
160,Candy-孟潔,0,1,0,0.0,0.0,https://www.instagram.com/mengj215/,"1,118,627",時尚潮流,0
161,貝莉莓,0,0,0,0.0,0.0,https://www.instagram.com/itsberrym/,"872,030","遊戲電玩,表演藝術",0
162,蕭志瑋,0,1,0,0.0,0.0,https://www.instagram.com/afunnywii/,"648,334","表演藝術,趣味搞笑",0
163,周小葳,0,0,0,0.0,0.0,https://www.instagram.com/mayukichou/,"636,488","時尚潮流,高階經理人",0
164,胡子Huz,0,1,0,0.0,0.0,https://www.instagram.com/huzihuang1989/,"1,498,023",趣味搞笑,0
165,柴犬Nana和阿楞的一天,0,0,0,0.0,0.0,https://www.instagram.com/nana_aleng/,"1,115,065",寵物,0
166,那那大師,0,1,0,0.0,0.0,https://www.instagram.com/tinana_master/,"441,395",趣味搞笑,0
167,維思維,0,0,0,0.0,0.0,https://www.instagram.com/weisway18/,"1,336,423",知識教育,0
168,肉肉Neneko,0,0,0,0.0,0.0,https://www.instagram.com/neneko.n/,"1,142,370",表演藝術,0
169,上發條俱樂部,24,0,0,12.060301507537687,0.0,https://www.instagram.com/wia627/,"522,762","家庭母嬰,寵物,帶貨分潤",0
170,牛排,0,0,0,0.0,0.0,https://www.instagram.com/jam_steak/,"1,902,422",趣味搞笑,0
171,希露弟弟啃雞腿,0,0,0,0.0,0.0,https://www.instagram.com/getwie__/,"598,756",寵物,0
172,黃山料,0,0,0,0.0,0.0,https://www.instagram.com/iam_3636/,"819,296",時事討論,0
173,羚小鹿,5,0,0,2.512562814070352,0.0,https://www.instagram.com/daiying0/,"837,218","美妝保養,旅遊,表演藝術",0
174,Natalie吳斐莉,0,0,0,0.0,0.0,https://www.instagram.com/wufeili/,"990,029","美妝保養,時尚潮流,旅遊",0
175,黃帝筱清Virus,0,0,0,0.0,0.0,https://www.instagram.com/zxsdexz/,"680,208",遊戲電玩,0
176,村子裡的凱莉哥,0,0,0,0.0,0.0,https://www.instagram.com/kellyshen40/,"383,926","旅遊,家庭母嬰,帶貨分潤",0
177,老王-oldwang,0,0,0,0.0,0.0,https://www.instagram.com/oldwangstock/,"2,501,639","趣味搞笑,時事討論",0
178,處女座媽媽的瑣碎日常,0,0,0,0.0,0.0,https://www.instagram.com/mypink0911/,"436,111",綜合其他,0
179,虎麗笑嗨嗨,0,0,0,0.0,0.0,https://www.instagram.com/hooleefun/,"605,210",美食料理,0
180,老王愛說笑,0,0,0,0.0,0.0,https://www.instagram.com/oldwangstock/,"880,486",理財創業,0
181,喪屍老爸,0,1,0,0.0,0.0,https://www.instagram.com/walkerdad1228/,"1,598,097","家庭母嬰,趣味搞笑",0
182,尤汐伯夷,2,0,0,1.0050251256281406,0.0,https://www.instagram.com/boyplaymj/,"531,378",遊戲電玩,0
183,崔咪Tramy,0,0,0,0.0,0.0,https://www.instagram.com/b2btramy888888/,"709,430",時尚潮流,0
184,Cindy-H,0,0,0,0.0,0.0,https://www.instagram.com/cindyhhh32/,"471,194","美妝保養,時尚潮流",0
185,MR.JOE-HOBBY.tv,0,0,0,0.0,0.0,https://www.instagram.com/mr.joehobby/,"600,978",遊戲電玩,0
186,Sunnie-陸筱晴,1,2,0,0.5025125628140703,0.0,https://www.instagram.com/sunnie_cat0111/,"775,128","美妝保養,時尚潮流,旅遊,美食料理",0
187,Goris-Sky,0,0,0,0.0,0.0,https://www.instagram.com/goris.sky/,"385,480","時尚潮流,美妝保養",0
188,依梨,0,0,0,0.0,0.0,https://www.instagram.com/lebaby0v0/,"3,061,851","時尚潮流,遊戲電玩",0
189,許允樂的老兵魂,0,0,0,0.0,0.0,https://www.instagram.com/byleway/,"566,970","美妝保養,時尚潮流",0
190,鬧著玩娛樂,0,0,0,0.0,0.0,https://www.instagram.com/nowyouon/,"623,531","旅遊,美食料理",0
191,林淑芬2.0,0,0,0,0.0,0.0,https://www.instagram.com/0_shufen/,"1,328,649",綜合其他,0
192,Mom-&-Dad,2,0,0,1.0050251256281406,0.0,https://www.instagram.com/momanddad_band/,"799,101",家庭母嬰,0
193,Meg-今天穿什麼,0,0,0,0.0,0.0,https://www.instagram.com/maygobla/,"760,115","美妝保養,時尚潮流",0
194,小凱老師,0,0,0,0.0,0.0,https://www.instagram.com/kai_makeup_/,"540,704",美妝保養,0
195,紫玥桃,0,0,0,0.0,0.0,https://www.instagram.com/skauramomo/,"676,777","時尚潮流,表演藝術",0
196,鵝鵝就是鵝鵝,3,0,0,1.507537688442211,0.0,https://www.instagram.com/ninggoose/,"484,173",汽機車,0
197,安啾咪,0,1,0,0.0,0.0,https://www.instagram.com/anjouclever/,"2,292,749","美食料理,表演藝術",0
198,Linzin-阿哲,0,0,0,0.0,0.0,https://www.instagram.com/linzin.yt/,"574,149",3C科技,0
199,廚佛瑞德Fred,5,5,2,2.512562814070352,0.002386,https://www.instagram.com/thechef_fred/,"1,181,965","美食料理,帶貨分潤",0
200,大H-陳建昕,0,0,0,0.0,0.0,https://www.instagram.com/hsin0126/,"620,988",運動健身,0
